Date,Open,High,Low,Close,Adj Close,Volume
5/11/2017,25101.5293,25203.53906,25024.75977,25125.55078,25125.55078,1642633800
5/12/2017,25126.48047,25211.2793,25087.32031,25156.33984,25156.33984,1417408900
5/15/2017,25233.31055,25385.7207,25213.4707,25371.58984,25371.58984,2212734400
5/16/2017,25413.34961,25413.34961,25228.46094,25335.93945,25335.93945,1797601700
5/17/2017,25355.75977,25374.94922,25245.43945,25293.63086,25293.63086,1512406100
5/18/2017,25034.18945,25263.81055,25025.05078,25136.51953,25136.51953,1677298400
5/19/2017,25171.66016,25266.2207,25124.06055,25174.86914,25174.86914,1312777700
5/22/2017,25318.28906,25450.03906,25201.33984,25391.33984,25391.33984,1410586000
5/23/2017,25415.57031,25486.98047,25307.26953,25403.15039,25403.15039,1758690200
5/24/2017,25382.25977,25428.5,25296.66016,25428.5,25428.5,1409941800
5/25/2017,25511.46094,25680.66992,25491.7793,25630.7793,25630.7793,1890794600
5/26/2017,25670.98047,25724.40039,25588.69922,25639.26953,25639.26953,1453713000
5/29/2017,25672.40039,25744.7207,25579.15039,25701.63086,25701.63086,1077784400
5/31/2017,25706.44922,25817.94922,25650.06055,25660.65039,25660.65039,2997857600
6/1/2017,25736.34961,25834.75,25614.60938,25809.2207,25809.2207,2017055200
6/2/2017,25926.06055,25973,25851.84961,25924.05078,25924.05078,1990193800
6/5/2017,25976.35938,25998.66016,25801.83984,25862.99023,25862.99023,1766176100
6/6/2017,25819.5293,26019.00977,25805.01953,25997.14063,25997.14063,1540428000
6/7/2017,26025.21094,26073.43945,25898.82031,25974.16016,25974.16016,1999503900
